iter	Passed	Remaining
147	4093	37397
148	4118	37340
149	4141	37270
150	4164	37208
151	4189	37151
152	4211	37081
153	4236	37030
154	4260	36968
155	4287	36938
156	4322	36973
157	4352	36970
158	4377	36923
159	4403	36880
160	4430	36847
161	4456	36804
162	4479	36744
163	4504	36699
164	4528	36636
165	4552	36587
166	4572	36500
167	4598	36457
168	4619	36385
169	4642	36321
170	4667	36277
171	4691	36220
172	4715	36166
173	4736	36093
174	4758	36029
175	4781	35973
176	4811	35962
177	4832	35893
178	4853	35818
179	4875	35756
180	4898	35700
181	4920	35635
182	4944	35585
183	4968	35538
184	4990	35471
185	5013	35416
186	5036	35361
187	5056	35284
188	5077	35219
189	5097	35142
190	5117	35075
191	5139	35014
192	5162	34961
193	5168	34794
194	5189	34728
195	5211	34669
196	5233	34614
197	5254	34554
198	5276	34499
199	5300	34453
200	5319	34376
201	5338	34304
202	5359	34241
203	5379	34175
204	5400	34112
205	5429	34104
206	5456	34085
207	5482	34052
208	5508	34023
209	5531	33978
210	5554	33930
211	5579	33895
212	5602	33850
213	5623	33794
214	5646	33745
215	5667	33687
216	5686	33623
217	5706	33560
218	5729	33511
219	5751	33462
220	5773	33415
221	5795	33363
222	5817	33315
223	5843	33285
224	5849	33147
225	5875	33122
226	5896	33067
227	5922	33040
228	5944	32995
229	5973	32983
230	5998	32952
231	6022	32917
232	6048	32889
233	6075	32870
234	6099	32834
235	6124	32802
236	6152	32787
237	6172	32728
238	6193	32679
239	6220	32655
240	6242	32613
241	6264	32564
242	6287	32525
243	6313	32499
244	6334	32447
245	6357	32407
246	6383	32383
247	6406	32344
248	6432	32317
249	6455	32279
250	6483	32260
251	6506	32222
252	6531	32191
253	6556	32160
254	6578	32120
255	6604	32093
256	6624	32041
257	6649	32008
258	6673	31977
259	6698	31948
260	6721	31909
261	6745	31875
262	6770	31842
263	6797	31823
264	6822	31795
265	6848	31768
266	6875	31748
267	6901	31727
268	6926	31695
269	6951	31668
270	6973	31623
271	6997	31590
272	7016	31534
273	7037	31488
274	7057	31439
275	7078	31392
276	7100	31348
277	7122	31309
278	7151	31297
279	7172	31253
280	7207	31267
281	7237	31260
282	7259	31218
283	7266	31114
284	7292	31089
285	7314	31050
286	7340	31025
287	7365	30994
288	7394	30984
289	7415	30939
290	7441	30915
291	7461	30867
292	7484	30832
293	7505	30787
294	7532	30766
295	7553	30722
296	7574	30681
297	7599	30651
298	7625	30630
299	7650	30602
300	7675	30573
301	7702	30556
302	7728	30530
303	7755	30510
304	7780	30483
305	7802	30444
306	7826	30413
307	7848	30376
308	7870	30337
309	7893	30298
310	7918	30274
311	7940	30234
312	7966	30210
313	7971	30109
314	7997	30086
315	8017	30040
316	8043	30017
317	8063	29972
318	8091	29955
319	8115	29927
320	8135	29881
321	8140	29782
322	8171	29776
323	8190	29727
324	8214	29697
325	8238	29669
326	8268	29659
327	8293	29634
328	8317	29605
329	8336	29556
330	8362	29532
331	8383	29493
332	8409	29471
333	8428	29425
334	8453	29399
335	8476	29366
336	8503	29344
337	8529	29321
338	8556	29303
339	8580	29273
340	8606	29250
341	8627	29212
342	8654	29192
343	8675	29153
344	8701	29132
345	8723	29093
346	8751	29080
347	8773	29044
348	8798	29018
349	8820	28981
350	8846	28958
351	8866	28917
352	8891	28890
353	8915	28863
354	8945	28851
355	8965	28809
356	8989	28780
357	9009	28739
358	9034	28713
359	9053	28668
360	9079	28646
361	9097	28600
362	9123	28577
363	9146	28546
364	9173	28525
365	9194	28486
366	9221	28468
367	9242	28431
368	9269	28412
369	9294	28386
370	9322	28368
371	9343	28331
372	9369	28308
373	9388	28267
374	9413	28240
375	9435	28206
376	9463	28189
377	9483	28148
378	9507	28121
379	9529	28087
380	9555	28064
381	9579	28036
382	9605	28013
383	9629	27986
384	9654	27961
385	9681	27941
386	9708	27920
387	9734	27897
388	9766	27894
389	9788	27860
390	9818	27847
391	9840	27814
392	9870	27802
393	9898	27785
394	9923	27760
395	9949	27736
396	9976	27717
397	10000	27690
398	10025	27665
399	10049	27634
400	10075	27613
401	10104	27598
402	10128	27571
403	10150	27537
404	10173	27505
405	10198	27479
406	10224	27457
407	10254	27445
408	10277	27415
409	10307	27401
410	10335	27386
411	10355	27346
412	10378	27314
413	10398	27278
414	10420	27244
415	10440	27206
416	10463	27173
417	10487	27146
418	10511	27120
419	10533	27087
420	10557	27058
421	10579	27025
422	10606	27004
423	10629	26975
424	10655	26951
425	10676	26916
426	10702	26893
427	10722	26857
428	10748	26832
429	10769	26798
430	10797	26781
431	10818	26745
432	10844	26724
433	10870	26699
434	10895	26675
435	10922	26653
436	10946	26628
437	10971	26602
438	10994	26572
439	11015	26537
440	11038	26507
441	11059	26473
442	11082	26442
443	11105	26413
444	11128	26382
445	11149	26349
446	11175	26327
447	11203	26308
448	11228	26283
449	11258	26269
450	11280	26237
451	11302	26205
452	11324	26173
453	11344	26136
454	11366	26106
455	11388	26073
456	11409	26038
457	11431	26006
458	11450	25968
459	11469	25931
460	11493	25904
461	11519	25881
462	11539	25844
463	11560	25810
464	11580	25775
465	11603	25746
466	11624	25714
467	11648	25686
468	11668	25651
469	11690	25618
470	11709	25581
471	11729	25546
472	11747	25507
473	11770	25477
474	11791	25445
475	11812	25410
476	11836	25385
477	11859	25356
478	11883	25330
479	11908	25306
480	11932	25278
481	11957	25255
482	11983	25231
483	12005	25201
484	12027	25170
485	12051	25144
486	12072	25112
487	12093	25078
488	12111	25041
489	12133	25009
490	12156	24981
491	12179	24952
492	12201	24922
493	12207	24859
494	12226	24824
495	12246	24790
496	12266	24754
497	12287	24722
498	12312	24698
499	12332	24665
500	12357	24640
501	12376	24606
502	12403	24585
503	12424	24553
504	12450	24531
505	12476	24509
506	12501	24484
507	12525	24458
508	12549	24433
509	12575	24412
510	12597	24380
511	12618	24349
512	12644	24328
513	12666	24297
514	12690	24272
515	12711	24239
516	12739	24222
517	12761	24191
518	12785	24166
519	12810	24141
520	12840	24127
521	12862	24097
522	12887	24074
523	12912	24050
524	12938	24029
525	12965	24008
526	12992	23987
527	12997	23928
528	13023	23905
529	13049	23883
530	13076	23861
531	13100	23836
532	13123	23809
533	13144	23779
534	13166	23749
535	13187	23717
536	13211	23691
537	13238	23672
538	13262	23645
539	13282	23612
540	13302	23579
541	13323	23548
542	13343	23516
543	13365	23488
544	13386	23457
545	13409	23430
546	13436	23409
547	13457	23378
548	13480	23351
549	13501	23321
550	13524	23293
551	13546	23264
552	13568	23234
553	13589	23204
554	13612	23177
555	13631	23144
556	13655	23119
557	13678	23091
558	13701	23064
559	13722	23033
560	13741	23001
561	13764	22973
562	13787	22946
563	13806	22912
564	13829	22886
565	13850	22855
566	13871	22825
567	13892	22795
568	13913	22765
569	13934	22734
570	13958	22710
571	13982	22685
572	14006	22660
573	14033	22639
574	14060	22619
575	14088	22601
576	14113	22576
577	14138	22552
578	14163	22530
579	14186	22502
580	14211	22478
581	14233	22450
582	14255	22422
583	14276	22392
584	14297	22362
585	14317	22331
586	14339	22303
587	14358	22270
588	14380	22241
589	14400	22210
590	14420	22180
591	14443	22152
592	14465	22124
593	14485	22094
594	14505	22063
595	14526	22033
596	14546	22003
597	14568	21974
598	14590	21946
599	14610	21916
600	14631	21885
601	14652	21856
602	14674	21828
603	14692	21796
604	14713	21766
605	14736	21739
606	14757	21710
607	14777	21680
608	14798	21651
609	14822	21626
610	14844	21598
611	14869	21575
612	14891	21547
613	14916	21524
614	14940	21500
615	14969	21481
616	14991	21454
617	15020	21437
618	15043	21410
619	15068	21387
620	15093	21364
621	15117	21340
622	15142	21316
623	15148	21266
624	15174	21243
625	15196	21216
626	15217	21187
627	15239	21160
628	15259	21131
629	15282	21104
630	15302	21074
631	15323	21045
632	15346	21020
633	15366	20989
634	15387	20960
635	15406	20930
636	15429	20903
637	15449	20874
638	15470	20844
639	15492	20818
640	15514	20790
641	15534	20761
642	15558	20736
643	15581	20710
644	15587	20662
645	15600	20623
646	15626	20602
647	15648	20575
648	15669	20546
649	15690	20518
650	15709	20487
651	15731	20460
652	15756	20437
653	15782	20416
654	15803	20387
655	15824	20359
656	15844	20330
657	15866	20303
658	15889	20277
659	15911	20251
660	15933	20223
661	15956	20199
662	15976	20169
663	16006	20152
664	16028	20125
665	16050	20099
666	16070	20070
667	16094	20045
668	16115	20017
669	16137	19990
670	16172	19980
671	16198	19958
672	16220	19932
673	16242	19905
674	16269	19884
675	16290	19856
676	16310	19828
677	16331	19800
678	16350	19770
679	16373	19745
680	16399	19722
681	16420	19695
682	16441	19667
683	16464	19642
684	16487	19617
685	16509	19589
686	16531	19563
687	16552	19536
688	16574	19509
689	16598	19484
690	16617	19455
691	16638	19427
692	16661	19401
693	16682	19374
694	16703	19347
695	16725	19320
696	16747	19293
697	16773	19272
698	16793	19244
699	16814	19217
700	16835	19189
701	16857	19162
702	16879	19136
703	16903	19112
704	16923	19083
705	16943	19055
706	16966	19030
707	16989	19004
708	17013	18981
709	17034	18954
710	17057	18928
711	17076	18898
712	17097	18872
713	17117	18843
714	17138	18815
715	17163	18793
716	17189	18771
717	17210	18744
718	17232	18718
719	17257	18695
720	17283	18673
721	17311	18654
722	17336	18631
723	17357	18604
724	17378	18577
725	17401	18552
726	17423	18526
727	17445	18500
728	17468	18474
729	17492	18450
730	17513	18423
731	17535	18397
732	17558	18372
733	17579	18345
734	17602	18321
735	17624	18294
736	17644	18267
737	17669	18244
738	17696	18223
739	17716	18195
740	17740	18171
741	17761	18144
742	17781	18116
743	17802	18089
744	17823	18062
745	17844	18035
746	17848	17991
747	17870	17965
748	17891	17938
749	17921	17921
750	17945	17898
751	17967	17871
752	17991	17847
753	18013	17821
754	18034	17795
755	18055	17768
756	18077	17743
757	18099	17717
758	18119	17690
759	18140	17663
760	18163	17638
761	18183	17610
762	18204	17584
763	18226	17558
764	18247	17532
765	18271	17508
766	18301	17489
767	18324	17465
768	18349	17442
769	18376	17421
770	18399	17397
771	18424	17374
772	18447	17349
773	18470	17324
774	18489	17296
775	18511	17270
776	18531	17243
777	18552	17216
778	18573	17190
779	18595	17165
780	18616	17138
781	18637	17112
782	18660	17087
783	18681	17061
784	18704	17036
785	18725	17010
786	18747	16984
787	18777	16966
788	18797	16939
789	18818	16913
790	18839	16886
791	18859	16859
792	18882	16834
793	18904	16808
794	18925	16783
795	18946	16756
796	18970	16733
797	18993	16708
798	19024	16691
799	19048	16667
800	19070	16641
801	19091	16615
802	19113	16590
803	19133	16563
804	19156	16539
805	19177	16512
806	19199	16487
807	19222	16463
808	19242	16435
809	19262	16408
810	19282	16381
811	19303	16355
812	19308	16315
813	19328	16289
814	19352	16265
815	19374	16240
816	19397	16215
817	19419	16190
818	19440	16164
819	19461	16138
820	19489	16118
821	19512	16094
822	19537	16071
823	19561	16048
824	19581	16021
825	19602	15995
826	19623	15969
827	19648	15946
828	19672	15923
829	19692	15896
830	19714	15871
831	19737	15846
832	19759	15821
833	19783	15798
834	19808	15775
835	19831	15751
836	19853	15726
837	19876	15701
838	19896	15675
839	19918	15650
840	19940	15625
841	19961	15599
842	19982	15573
843	20005	15549
844	20030	15526
845	20053	15502
846	20076	15477
847	20097	15452
848	20119	15427
849	20140	15401
850	20162	15376
851	20183	15350
852	20208	15327
853	20227	15300
854	20247	15274
855	20275	15254
856	20300	15231
857	20323	15206
858	20344	15181
859	20366	15156
860	20389	15132
861	20411	15107
862	20439	15086
863	20467	15066
864	20496	15046
865	20520	15023
866	20544	14999
867	20566	14974
868	20592	14952
869	20613	14927
870	20636	14903
871	20655	14875
872	20679	14852
873	20701	14827
874	20729	14806
875	20749	14780
876	20771	14755
877	20797	14733
878	20821	14709
879	20844	14685
880	20866	14661
881	20895	14641
882	20917	14615
883	20938	14590
884	20959	14565
885	20979	14538
886	21001	14514
887	21023	14489
888	21044	14463
889	21067	14439
890	21088	14414
891	21112	14390
892	21137	14367
893	21160	14343
894	21181	14318
895	21201	14292
896	21223	14267
897	21244	14241
898	21264	14215
899	21284	14189
900	21309	14166
901	21333	14143
902	21361	14122
903	21392	14103
904	21416	14080
905	21437	14054
906	21472	14039
907	21490	14011
908	21515	13988
909	21532	13960
910	21553	13935
911	21573	13909
912	21592	13882
913	21613	13857
914	21634	13831
915	21656	13807
916	21678	13782
917	21696	13755
918	21716	13729
919	21738	13704
920	21763	13681
921	21783	13656
922	21806	13631
923	21827	13606
924	21848	13581
925	21871	13557
926	21893	13532
927	21914	13507
928	21933	13481
929	21959	13458
930	21983	13435
931	22005	13411
932	22043	13395
933	22069	13374
934	22090	13349
935	22113	13324
936	22134	13299
937	22156	13275
938	22177	13250
939	22197	13224
940	22218	13199
941	22237	13172
942	22261	13149
943	22268	13115
944	22294	13093
945	22315	13068
946	22337	13043
947	22357	13018
948	22377	12992
949	22399	12968
950	22421	12943
951	22441	12917
952	22462	12892
953	22483	12867
954	22507	12844
955	22528	12819
956	22548	12793
957	22572	12770
958	22598	12748
959	22622	12725
960	22652	12705
961	22678	12683
962	22701	12659
963	22725	12635
964	22749	12612
965	22770	12587
966	22789	12561
967	22811	12536
968	22832	12511
969	22853	12486
970	22873	12461
971	22893	12436
972	22915	12411
973	22936	12386
974	22956	12361
975	22976	12336
976	22999	12312
977	23023	12288
978	23048	12265
979	23068	12240
980	23099	12220
981	23126	12198
982	23149	12175
983	23170	12150
984	23191	12125
985	23215	12102
986	23235	12076
987	23254	12050
988	23275	12025
989	23296	12001
990	23317	11976
991	23337	11950
992	23357	11925
993	23379	11901
994	23399	11875
995	23420	11851
996	23443	11827
997	23463	11802
998	23483	11777
999	23504	11752
1000	23528	11728
1001	23546	11702
1002	23566	11677
1003	23587	11652
1004	23611	11629
1005	23638	11607
1006	23658	11582
1007	23679	11558
1008	23701	11533
1009	23721	11508
1010	23746	11485
1011	23766	11460
1012	23785	11435
1013	23805	11409
1014	23831	11387
1015	23851	11362
1016	23875	11339
1017	23894	11313
1018	23915	11288
1019	23936	11264
1020	23955	11238
1021	23976	11214
1022	23997	11189
1023	24018	11164
1024	24037	11139
1025	24059	11115
1026	24083	11091
1027	24104	11067
1028	24124	11042
1029	24144	11017
1030	24166	10993
1031	24186	10968
1032	24207	10943
1033	24232	10920
1034	24252	10895
1035	24272	10870
1036	24292	10846
1037	24314	10821
1038	24335	10797
1039	24356	10772
1040	24378	10749
1041	24398	10724
1042	24418	10699
1043	24439	10674
1044	24461	10650
1045	24481	10625
1046	24504	10602
1047	24529	10579
1048	24549	10554
1049	24572	10531
1050	24594	10507
1051	24615	10482
1052	24635	10457
1053	24656	10433
1054	24677	10408
1055	24697	10384
1056	24723	10362
1057	24749	10339
1058	24771	10315
1059	24793	10291
1060	24817	10268
1061	24840	10244
1062	24862	10221
1063	24888	10198
1064	24909	10174
1065	24928	10149
1066	24951	10125
1067	24981	10104
1068	25002	10080
1069	25023	10056
1070	25043	10031
1071	25062	10006
1072	25082	9981
1073	25101	9956
1074	25122	9932
1075	25142	9907
1076	25163	9883
1077	25185	9859
1078	25207	9835
1079	25230	9811
1080	25250	9787
1081	25271	9763
1082	25291	9738
1083	25313	9714
1084	25334	9690
1085	25357	9666
1086	25380	9643
1087	25400	9618
1088	25421	9594
1089	25441	9569
1090	25462	9545
1091	25485	9521
1092	25506	9497
1093	25525	9472
1094	25546	9448
1095	25569	9425
1096	25590	9401
1097	25613	9377
1098	25633	9353
1099	25652	9328
1100	25672	9303
1101	25692	9279
1102	25714	9255
1103	25739	9232
1104	25765	9210
1105	25792	9188
1106	25814	9164
1107	25837	9141
1108	25858	9116
1109	25879	9092
1110	25901	9068
1111	25921	9044
1112	25944	9021
1113	25963	8996
1114	25985	8972
1115	26006	8948
1116	26025	8923
1117	26047	8899
1118	26067	8875
1119	26089	8851
1120	26113	8828
1121	26134	8804
1122	26153	8779
1123	26181	8758
1124	26203	8734
1125	26225	8710
1126	26246	8686
1127	26273	8664
1128	26299	8642
1129	26321	8618
1130	26343	8594
1131	26361	8569
1132	26381	8545
1133	26404	8522
1134	26426	8498
1135	26447	8474
1136	26469	8450
1137	26490	8426
1138	26511	8402
1139	26531	8378
1140	26551	8354
1141	26574	8330
1142	26595	8306
1143	26614	8282
1144	26639	8259
1145	26661	8235
1146	26684	8212
1147	26706	8188
1148	26727	8164
1149	26750	8141
1150	26771	8117
1151	26791	8093
1152	26812	8069
1153	26836	8046
1154	26859	8023
1155	26883	7999
1156	26905	7976
1157	26928	7953
1158	26953	7930
1159	26980	7908
1160	27006	7885
1161	27027	7861
1162	27047	7837
1163	27069	7813
1164	27089	7789
1165	27110	7765
1166	27131	7741
1167	27156	7719
1168	27176	7695
1169	27197	7670
1170	27217	7647
1171	27238	7623
1172	27258	7598
1173	27278	7574
1174	27300	7551
1175	27321	7527
1176	27342	7503
1177	27366	7480
1178	27386	7456
1179	27408	7432
1180	27430	7409
1181	27452	7385
1182	27474	7362
1183	27496	7338
1184	27518	7315
1185	27539	7291
1186	27559	7267
1187	27579	7243
1188	27601	7219
1189	27622	7195
1190	27641	7171
1191	27662	7147
1192	27683	7123
1193	27705	7100
1194	27725	7076
1195	27745	7052
1196	27765	7028
1197	27785	7004
1198	27808	6981
1199	27827	6956
1200	27846	6932
1201	27868	6909
1202	27891	6885
1203	27912	6862
1204	27933	6838
1205	27955	6814
1206	27976	6791
1207	28000	6768
1208	28031	6747
1209	28053	6723
1210	28073	6699
1211	28093	6675
1212	28113	6651
1213	28134	6628
1214	28160	6605
1215	28181	6581
1216	28202	6558
1217	28224	6534
1218	28248	6511
1219	28269	6488
1220	28291	6464
1221	28310	6440
1222	28332	6417
1223	28352	6393
1224	28373	6369
1225	28392	6345
1226	28414	6322
1227	28433	6297
1228	28454	6274
1229	28474	6250
1230	28493	6226
1231	28512	6202
1232	28535	6179
1233	28556	6155
1234	28577	6132
1235	28598	6108
1236	28618	6084
1237	28638	6060
1238	28660	6037
1239	28699	6017
1240	28720	5994
1241	28739	5970
1242	28757	5945
1243	28782	5923
1244	28805	5900
1245	28825	5876
1246	28847	5852
1247	28869	5829
1248	28890	5805
1249	28911	5782
1250	28931	5758
1251	28951	5734
1252	28971	5710
1253	28990	5687
1254	29014	5664
1255	29037	5641
1256	29064	5618
1257	29088	5595
1258	29112	5572
1259	29133	5549
1260	29157	5526
1261	29180	5503
1262	29201	5479
1263	29222	5456
1264	29243	5432
1265	29262	5408
1266	29286	5385
1267	29307	5362
1268	29329	5338
1269	29349	5315
1270	29370	5291
1271	29393	5268
1272	29414	5245
1273	29435	5221
1274	29457	5198
1275	29478	5174
1276	29499	5151
1277	29519	5127
1278	29539	5104
1279	29561	5080
1280	29582	5057
1281	29603	5033
1282	29625	5010
1283	29647	4987
1284	29667	4963
1285	29687	4940
1286	29711	4917
1287	29735	4894
1288	29757	4871
1289	29777	4847
1290	29799	4824
1291	29820	4800
1292	29841	4777
1293	29861	4753
1294	29882	4730
1295	29901	4706
1296	29922	4683
1297	29941	4659
1298	29963	4636
1299	29987	4613
1300	30009	4590
1301	30031	4566
1302	30054	4543
1303	30083	4521
1304	30107	4498
1305	30127	4475
1306	30148	4451
1307	30167	4428
1308	30188	4404
1309	30208	4381
1310	30232	4358
1311	30255	4335
1312	30276	4312
1313	30297	4288
1314	30317	4265
1315	30337	4241
1316	30358	4218
1317	30377	4194
1318	30397	4171
1319	30416	4147
1320	30436	4124
1321	30459	4101
1322	30481	4078
1323	30502	4054
1324	30522	4031
1325	30542	4007
1326	30563	3984
1327	30586	3961
1328	30605	3937
1329	30626	3914
1330	30646	3891
1331	30667	3867
1332	30686	3844
1333	30706	3821
1334	30729	3798
1335	30750	3774
1336	30771	3751
1337	30792	3728
1338	30812	3704
1339	30830	3681
1340	30851	3657
1341	30871	3634
1342	30892	3611
1343	30912	3588
1344	30931	3564
1345	30951	3541
1346	30972	3518
1347	30994	3494
1348	31015	3471
1349	31035	3448
1350	31056	3425
1351	31077	3402
1352	31103	3379
1353	31146	3358
1354	31174	3336
1355	31198	3313
1356	31220	3289
1357	31241	3266
1358	31263	3243
1359	31283	3220
1360	31303	3197
1361	31322	3173
1362	31340	3150
1363	31360	3126
1364	31380	3103
1365	31403	3080
1366	31426	3057
1367	31447	3034
1368	31468	3011
1369	31491	2988
1370	31514	2965
1371	31534	2942
1372	31558	2919
1373	31582	2896
1374	31605	2873
1375	31625	2849
1376	31645	2826
1377	31666	2803
1378	31685	2780
1379	31705	2756
1380	31725	2733
1381	31746	2710
1382	31768	2687
1383	31788	2664
1384	31808	2641
1385	31828	2617
1386	31847	2594
1387	31867	2571
1388	31887	2548
1389	31909	2525
1390	31932	2502
1391	31954	2479
1392	31974	2456
1393	31994	2432
1394	32014	2409
1395	32035	2386
1396	32057	2363
1397	32080	2340
1398	32099	2317
1399	32120	2294
1400	32146	2271
1401	32177	2249
1402	32205	2226
1403	32230	2203
1404	32251	2180
1405	32272	2157
1406	32293	2134
1407	32312	2111
1408	32333	2088
1409	32354	2065
1410	32375	2042
1411	32396	2019
1412	32415	1995
1413	32436	1972
1414	32459	1949
1415	32478	1926
1416	32498	1903
1417	32519	1880
1418	32540	1857
1419	32562	1834
1420	32582	1811
1421	32604	1788
1422	32624	1765
1423	32643	1742
1424	32663	1719
1425	32683	1696
1426	32703	1673
1427	32724	1649
1428	32745	1626
1429	32767	1603
1430	32790	1581
1431	32811	1558
1432	32833	1535
1433	32853	1512
1434	32875	1489
1435	32895	1466
1436	32917	1443
1437	32938	1420
1438	32958	1397
1439	32981	1374
1440	33002	1351
1441	33021	1328
1442	33046	1305
1443	33066	1282
1444	33086	1259
1445	33105	1236
1446	33124	1213
1447	33144	1190
1448	33165	1167
1449	33187	1144
1450	33209	1121
1451	33231	1098
1452	33257	1075
1453	33284	1053
1454	33306	1030
1455	33331	1007
1456	33354	984
1457	33377	961
1458	33399	938
1459	33421	915
1460	33443	892
1461	33463	869
1462	33483	846
1463	33504	823
1464	33523	800
1465	33546	778
1466	33565	755
1467	33588	732
1468	33609	709
1469	33631	686
1470	33651	663
1471	33672	640
1472	33693	617
1473	33713	594
1474	33733	571
1475	33754	548
1476	33776	525
1477	33798	503
1478	33820	480
1479	33843	457
1480	33863	434
1481	33884	411
1482	33905	388
1483	33925	365
1484	33946	342
1485	33966	320
1486	33986	297
1487	34007	274
1488	34028	251
1489	34049	228
1490	34074	205
1491	34097	182
1492	34119	159
1493	34139	137
1494	34159	114
1495	34179	91
1496	34200	68
1497	34221	45
1498	34241	22
1499	34271	0
