iter	Logloss
137	0.1441596069
138	0.1435685059
139	0.1431242554
140	0.1428087402
141	0.1424010376
142	0.1418964844
143	0.1413812744
144	0.140990271
145	0.140561084
146	0.1401778687
147	0.139867334
148	0.1394676025
149	0.1390689941
150	0.1387046143
151	0.1382893433
152	0.137868335
153	0.1375376099
154	0.1370664551
155	0.1367318115
156	0.1364277832
157	0.1359694946
158	0.1357423706
159	0.1353105469
160	0.1347383301
161	0.1343262695
162	0.1339658447
163	0.1334990723
164	0.1329435059
165	0.1326918091
166	0.1324343872
167	0.1320470947
168	0.1316859619
169	0.1314095459
170	0.131032019
171	0.1307159668
172	0.130349292
173	0.1300074097
174	0.12975625
175	0.1293987793
176	0.1291735596
177	0.1288694702
178	0.1284915405
179	0.1281081543
180	0.1277921631
181	0.1274986816
182	0.1272760132
183	0.1268792358
184	0.1266185059
185	0.1263188721
186	0.1260751465
187	0.1257703369
188	0.1254256348
189	0.1250586426
190	0.1248384033
191	0.1245233643
192	0.1242664429
193	0.1241885864
194	0.1238307617
195	0.1235324951
196	0.1232771973
197	0.12290448
198	0.122579834
199	0.1222548584
200	0.1220506836
201	0.1217327271
202	0.1214813965
203	0.1211519409
204	0.1209022217
205	0.1206295898
206	0.12035448
207	0.1200956909
208	0.1198825684
209	0.1195891479
210	0.1192687988
211	0.1190412476
212	0.1187593506
213	0.118586084
214	0.1182247192
215	0.1179778076
216	0.1176524292
217	0.1173849731
218	0.1171393799
219	0.1169210937
220	0.1166234863
221	0.116349939
222	0.1160739258
223	0.1158588623
224	0.1157564453
225	0.1155255127
226	0.1152854736
227	0.1151179443
228	0.114879834
229	0.114636377
230	0.1143605835
231	0.1140205688
232	0.1137791992
233	0.1135827271
234	0.1133219238
235	0.1131541016
236	0.1129089355
237	0.1127424072
238	0.1125644775
239	0.1123738281
240	0.1122204712
241	0.1120719116
242	0.1118723633
243	0.1117572021
244	0.1116083496
245	0.1114803223
246	0.1112567627
247	0.1109977539
248	0.1106566162
249	0.1104212646
250	0.1102278931
251	0.1099677979
252	0.1097010498
253	0.1095100586
254	0.1093051758
255	0.1091679443
256	0.1089968262
257	0.108832019
258	0.1086440674
259	0.1084627441
260	0.1082127808
261	0.1080061523
262	0.1077974609
263	0.1075407959
264	0.1072979248
265	0.1070525513
266	0.1068600098
267	0.106636377
268	0.1064439453
269	0.106253833
270	0.106026001
271	0.1058917847
272	0.1057174683
273	0.1056016724
274	0.1053129028
275	0.1051318604
276	0.1049254028
277	0.1046855225
278	0.1044706055
279	0.1043008545
280	0.1041204346
281	0.1038760986
282	0.1037205444
283	0.1036737183
284	0.1034400391
285	0.1032741821
286	0.1031021606
287	0.1029616943
288	0.1027550781
289	0.1025624512
290	0.1023826172
291	0.1022160217
292	0.1020232544
293	0.1018397461
294	0.1016692505
295	0.1015469238
296	0.1013665527
297	0.1012228088
298	0.1010534546
299	0.1008853821
300	0.1007313843
301	0.1005206604
302	0.1003901367
303	0.1002527588
304	0.1000591553
305	0.09991142578
306	0.09976368408
307	0.09956972656
308	0.09937233276
309	0.09920889893
310	0.09897463989
311	0.09879349365
312	0.09867677002
313	0.09866322021
314	0.09848667603
315	0.09833753052
316	0.09818276978
317	0.09801990967
318	0.09776328735
319	0.09762879639
320	0.09748565674
321	0.09747416992
322	0.09730123901
323	0.09720615234
324	0.09706585083
325	0.09688110352
326	0.09667619629
327	0.09652002563
328	0.09640083618
329	0.09622531128
330	0.09612035522
331	0.09595971069
332	0.09582306519
333	0.09559837646
334	0.09537404175
335	0.0952776123
336	0.09508104248
337	0.09490526123
338	0.09467090454
339	0.09457037964
340	0.0944241333
341	0.09428494263
342	0.09413674316
343	0.09399487305
344	0.09389378662
345	0.09368032227
346	0.09354562988
347	0.09340007324
348	0.09325614014
349	0.09316942749
350	0.09301052246
351	0.09286539307
352	0.09269475708
353	0.09257942505
354	0.09242565308
355	0.09234940186
356	0.09220543213
357	0.09210076904
358	0.09201165771
359	0.09193260498
360	0.09176182251
361	0.09160322876
362	0.09148660889
363	0.09137207642
364	0.09124243164
365	0.09105566406
366	0.09091976929
367	0.09076859741
368	0.09060078735
369	0.09045778809
370	0.09030952148
371	0.09021557617
372	0.09004972534
373	0.08988537598
374	0.08974903564
375	0.08959376831
376	0.08947631836
377	0.08936256104
378	0.08927842407
379	0.08914233398
380	0.0890107666
381	0.08888291016
382	0.08875632935
383	0.08860952148
384	0.08852238159
385	0.08838319702
386	0.08825161133
387	0.088128125
388	0.08792138062
389	0.0878060791
390	0.08762437744
391	0.08754283447
392	0.08742827148
393	0.08738375244
394	0.08732092285
395	0.087190448
396	0.08709086914
397	0.08695279541
398	0.08684515991
399	0.08670531006
400	0.08661623535
401	0.08652462158
402	0.08637008057
403	0.08630866699
404	0.08622408447
405	0.08605959473
406	0.08592628174
407	0.08577941284
408	0.08567090454
409	0.08551153564
410	0.08540696411
411	0.08530891113
412	0.08517261963
413	0.08507490234
414	0.08494708252
415	0.08483193359
416	0.08475601807
417	0.08464987793
418	0.0845156311
419	0.08442260742
420	0.08433918457
421	0.08424764404
422	0.08410895996
423	0.08396188965
424	0.08383389282
425	0.08375810547
426	0.08362283325
427	0.08353936768
428	0.08341851807
429	0.08331586304
430	0.08320476074
431	0.08309733887
432	0.08300783081
433	0.08294074707
434	0.08281622314
435	0.08271375732
436	0.08260866699
437	0.08245148315
438	0.08231258545
439	0.08218544312
440	0.08204874268
441	0.0819315918
442	0.08181680908
443	0.08176418457
444	0.08167390137
445	0.08154301147
446	0.08142373047
447	0.08127946167
448	0.08115319824
449	0.08105917358
450	0.0809609314
451	0.08084465332
452	0.08068223877
453	0.08053969727
454	0.08044730225
455	0.08030533447
456	0.08019013672
457	0.08010924072
458	0.080012323
459	0.07988065186
460	0.07973075562
461	0.07961972656
462	0.07950910645
463	0.07939750977
464	0.07929556885
465	0.07917060547
466	0.07908353882
467	0.07897763672
468	0.07890969238
469	0.07878867187
470	0.07869087524
471	0.07858828125
472	0.07849979858
473	0.07840284424
474	0.07828202515
475	0.07822776489
476	0.0781357666
477	0.07802492676
478	0.077912854
479	0.07778521729
480	0.07770119629
481	0.07756990967
482	0.07749992065
483	0.07745791016
484	0.07733582153
485	0.0772364502
486	0.07715081787
487	0.0770774353
488	0.0769963562
489	0.07690512085
490	0.07683943481
491	0.07677175293
492	0.07667758179
493	0.07666090698
494	0.07657601929
495	0.07652214355
496	0.07646834717
497	0.07638486938
498	0.07630220947
499	0.07618391724
500	0.07611743164
501	0.07601571655
502	0.07594511719
503	0.07584043579
504	0.0757416748
505	0.07562886963
506	0.07555900879
507	0.07543496094
508	0.07535281982
509	0.07525424194
510	0.07520463257
511	0.07514799194
512	0.07506688843
513	0.07498491211
514	0.07491143799
515	0.07477565918
516	0.07463170776
517	0.07454107666
518	0.0744810791
519	0.07440097656
520	0.07426750488
521	0.07419047241
522	0.07411027832
523	0.07404575195
524	0.07392270508
525	0.07377124023
526	0.07367822266
527	0.07367467041
528	0.07358109131
529	0.07348514404
530	0.07335144043
531	0.0732932373
532	0.0732199707
533	0.07313208008
534	0.07306264648
535	0.07293198242
536	0.07286026001
537	0.07276503906
538	0.07266583252
539	0.0726098877
540	0.07253978271
541	0.07243840942
542	0.07237016602
543	0.07228428345
544	0.07221224365
545	0.07209012451
546	0.07198699951
547	0.07187380371
548	0.0717895752
549	0.07170047607
550	0.07161484375
551	0.07154343872
552	0.07149085693
553	0.07145349731
554	0.07134170532
555	0.07124161987
556	0.07114569702
557	0.07105628662
558	0.07097247314
559	0.07089532471
560	0.07084646606
561	0.07078232422
562	0.07066895752
563	0.07057729492
564	0.07052815552
565	0.07041656494
566	0.07032672119
567	0.07021153564
568	0.07011036987
569	0.07004369507
570	0.0699473938
571	0.06988466797
572	0.06979986572
573	0.06968271484
574	0.06961983643
575	0.0695519165
576	0.06945799561
577	0.06938771973
578	0.06930576782
579	0.06923026123
580	0.06913319092
581	0.06907045898
582	0.06901005859
583	0.06893161621
584	0.06885939331
585	0.06881665039
586	0.06871890259
587	0.06866939697
588	0.06860795898
589	0.06855704956
590	0.06848216553
591	0.06840611572
592	0.06831948242
593	0.06821297607
594	0.06812797241
595	0.068069104
596	0.06798979492
597	0.06794051514
598	0.06786778564
599	0.06781132813
600	0.06770588379
601	0.06763029175
602	0.06755791016
603	0.06747408447
604	0.0674097229
605	0.06734972534
606	0.06727213135
607	0.06718012085
608	0.06712304077
609	0.06706326904
610	0.06699403076
611	0.06691787109
612	0.06686323853
613	0.06678747559
614	0.06670230713
615	0.06660738525
616	0.0665237915
617	0.06647037354
618	0.06643891602
619	0.06636411133
620	0.06628258057
621	0.06622312012
622	0.06617713623
623	0.06616077881
624	0.06609400635
625	0.06598164063
626	0.06593392334
627	0.06585097656
628	0.06579437256
629	0.06571669922
630	0.06564951172
631	0.06556337891
632	0.06552399902
633	0.06547728271
634	0.06543813477
635	0.06536730957
636	0.06526986084
637	0.06519932251
638	0.06514798584
639	0.06505947876
640	0.06498926392
641	0.06491923828
642	0.06485644531
643	0.06480499878
644	0.06479429932
645	0.06477705078
646	0.06470102539
647	0.06459355469
648	0.06453822021
649	0.06444440308
650	0.06438585205
651	0.06431268921
652	0.06421866455
653	0.06413309937
654	0.06406017456
655	0.06399289551
656	0.0639161377
657	0.06384932861
658	0.06378898926
659	0.06371147461
660	0.06365568848
661	0.06358051758
662	0.06353237305
663	0.06347492676
664	0.06337980957
665	0.06331247559
666	0.06322926636
667	0.06314996338
668	0.06308632812
669	0.06303800049
670	0.06296848145
671	0.06287839355
672	0.06280795288
673	0.06275975342
674	0.06269081421
675	0.06264281616
676	0.06259451294
677	0.06253000488
678	0.06245332642
679	0.06241091919
680	0.06236500854
681	0.06228986816
682	0.06222398071
683	0.06214543457
684	0.06205764771
685	0.06200785522
686	0.06192692261
687	0.06185706787
688	0.0617963623
689	0.06170223389
690	0.06162230225
691	0.06156356812
692	0.06145314941
693	0.06140026855
694	0.06135749512
695	0.06130924072
696	0.06122351074
697	0.06110064697
698	0.06104381104
699	0.06098699951
700	0.06092442017
701	0.06084490967
702	0.06076605225
703	0.06070462646
704	0.06062595215
705	0.06053834839
706	0.06044194336
707	0.06038313599
708	0.06034000244
709	0.06026759644
710	0.06019910889
711	0.06015404663
712	0.06006448975
713	0.05999647217
714	0.05996710205
715	0.05991191406
716	0.05982318115
717	0.05973257446
718	0.05965977783
719	0.05959555054
720	0.05951672363
721	0.05943735352
722	0.05934034424
723	0.05927492676
724	0.05921182251
725	0.05915218506
726	0.05909304199
727	0.05903028564
728	0.05899191895
729	0.0589185791
730	0.05883059082
731	0.0587739502
732	0.05870474854
733	0.05865274048
734	0.05860487671
735	0.05856517944
736	0.05848342285
737	0.05840234985
738	0.05832386475
739	0.05827086182
740	0.05821009521
741	0.05813074951
742	0.05804588623
743	0.05800558472
744	0.05794415894
745	0.05788125
746	0.05786838379
747	0.05780701904
748	0.05772254639
749	0.05766414795
750	0.05761427612
751	0.05756317139
752	0.05749355469
753	0.05740925903
754	0.05734016113
755	0.05728357544
756	0.05721759033
757	0.05714401245
758	0.05708803711
759	0.05704202271
760	0.05698972168
761	0.05691737061
762	0.05683514404
763	0.05678379517
764	0.05671261597
765	0.05661414795
766	0.05654135742
767	0.05645793457
768	0.05641360474
769	0.05635067139
770	0.05625956421
771	0.05620081787
772	0.05615115967
773	0.05608178711
774	0.05603208008
775	0.05597294312
776	0.05592385254
777	0.0558381958
778	0.05579146118
779	0.05571938477
780	0.05566080933
781	0.05562611694
782	0.05555971069
783	0.05552617188
784	0.05543768311
785	0.05539749146
786	0.05533141479
787	0.05525075684
788	0.05518878174
789	0.05512213745
790	0.05506654053
791	0.0549812561
792	0.05488684082
793	0.05481977539
794	0.05476888428
795	0.05468882446
796	0.05461509399
797	0.05457409668
798	0.05449799805
799	0.05443330688
800	0.05438560791
801	0.05432736816
802	0.05425001831
803	0.05421418457
804	0.05415101929
805	0.05410297241
806	0.05402874146
807	0.05398543701
808	0.0539135498
809	0.05387578125
810	0.05382458496
811	0.05376766968
812	0.053759375
813	0.05372380371
814	0.05366300659
815	0.05359111328
816	0.05354857178
817	0.05348955078
818	0.05344849854
819	0.05337529297
820	0.05332037354
821	0.05324780273
822	0.05321071777
823	0.05316999512
824	0.05312460937
825	0.05308139648
826	0.05304085693
827	0.05298070068
828	0.05290678711
829	0.05284608154
830	0.05278935547
831	0.05273182983
832	0.05268796387
833	0.05262602539
834	0.05258158569
835	0.05251174927
836	0.05247255249
837	0.05241599731
838	0.05234152832
839	0.05230707397
840	0.05223817749
841	0.05218935547
842	0.05214830933
843	0.05209516602
844	0.05204688721
845	0.05198132324
846	0.05189515991
847	0.05184449463
848	0.05179827271
849	0.05176472168
850	0.05173155518
851	0.0516881958
852	0.05164178467
853	0.05158408203
854	0.05154061279
855	0.05148824463
856	0.05142276611
857	0.0513869873
858	0.0513097168
859	0.05125581665
860	0.05119885864
861	0.0511516571
862	0.05109328918
863	0.05103424377
864	0.05098403015
865	0.0509383606
866	0.05086612854
867	0.05082414856
868	0.05077112427
869	0.05074605713
870	0.0506899231
871	0.05065337524
872	0.05058962402
873	0.05052185974
874	0.05047470703
875	0.05040240173
876	0.05035246582
877	0.0503093811
878	0.0502702179
879	0.05020855713
880	0.05018554077
881	0.05015183716
882	0.05007838745
883	0.04999908142
884	0.049937677
885	0.04987487183
886	0.04983068848
887	0.04980180664
888	0.04975263672
889	0.04971199951
890	0.04967407837
891	0.04961368103
892	0.04957850952
893	0.04952139587
894	0.04947008667
895	0.04939573975
896	0.04932990723
897	0.04925444336
898	0.0492171051
899	0.04917651978
900	0.04913377686
901	0.04907000427
902	0.04900578003
903	0.04895995178
904	0.04888678894
905	0.04886172791
906	0.04881950684
907	0.04878792419
908	0.04873556519
909	0.04870785522
910	0.04866447144
911	0.04859551392
912	0.04855220337
913	0.04850737
914	0.04843288879
915	0.04837930908
916	0.04832152405
917	0.04828033142
918	0.04823005676
919	0.04819496765
920	0.04814619141
921	0.0480963562
922	0.04803486938
923	0.04799371338
924	0.04793592529
925	0.04789196777
926	0.04782164917
927	0.0477668457
928	0.04772417297
929	0.04767922363
930	0.04765203857
931	0.04758658142
932	0.04754490356
933	0.04750923462
934	0.047465625
935	0.04741825562
936	0.04736453247
937	0.04728978882
938	0.04723892212
939	0.04716770935
940	0.04710939026
941	0.04707810059
942	0.04704295044
943	0.04703921509
944	0.04700431824
945	0.04694182129
946	0.0469042511
947	0.04684283752
948	0.04680853271
949	0.04674830627
950	0.04669526672
951	0.04662938843
952	0.04655668335
953	0.04649421997
954	0.04644978027
955	0.04640091858
956	0.04635886841
957	0.04631520386
958	0.04626363831
959	0.04623049622
960	0.0461761322
961	0.04612111206
962	0.04604136353
963	0.0459921875
964	0.04594902954
965	0.04591640015
966	0.04588068237
967	0.04582183533
968	0.04578330688
969	0.04573363647
970	0.04569647217
971	0.04567412109
972	0.04562400818
973	0.04559639893
974	0.04554970093
975	0.04551387939
976	0.04548053284
977	0.04543349609
978	0.04538734741
979	0.04532139893
980	0.04527828979
981	0.04521820679
982	0.0451916687
983	0.0451409729
984	0.04509924927
985	0.04504464111
986	0.04501777039
987	0.04496291199
988	0.04492167664
989	0.04484613342
990	0.04481294861
991	0.04477325745
992	0.04472878723
993	0.04469077759
994	0.04464107666
995	0.04460353394
996	0.04456942749
997	0.04453256226
998	0.04449367065
999	0.04443778687
1000	0.04439049683
1001	0.04433995361
1002	0.04429954834
1003	0.04428093872
1004	0.04423258972
1005	0.04419115601
1006	0.04415993958
1007	0.04412498779
1008	0.0440928894
1009	0.04406544495
1010	0.04403988037
1011	0.04399013672
1012	0.04393981323
1013	0.04390354614
1014	0.04385862122
1015	0.04382897644
1016	0.04379233398
1017	0.04374779663
1018	0.04370430603
1019	0.04366618042
1020	0.04362340698
1021	0.04357286072
1022	0.0435002655
1023	0.04345327148
1024	0.04342518311
1025	0.04337411194
1026	0.0433487915
1027	0.04328623962
1028	0.04324625854
1029	0.04321603699
1030	0.04318675232
1031	0.04313079529
1032	0.0430958313
1033	0.04306276855
1034	0.04301729126
1035	0.04296901855
1036	0.04292694092
1037	0.04289460449
1038	0.04287250977
1039	0.04284528198
1040	0.04280396729
1041	0.0427630188
1042	0.04271841431
1043	0.04268684998
1044	0.04263490295
1045	0.04259653931
1046	0.04254413452
1047	0.04250610352
1048	0.04247333374
1049	0.04242877197
1050	0.04236764832
1051	0.04232863159
1052	0.04225669556
1053	0.04221657104
1054	0.04218135376
1055	0.04214880676
1056	0.04210212097
1057	0.04207420959
1058	0.04201761475
1059	0.04198564453
1060	0.04194276123
1061	0.04188893433
1062	0.0418449707
1063	0.04181654358
1064	0.04178742065
1065	0.04174150085
1066	0.04169476013
1067	0.04166416626
1068	0.04163025513
1069	0.04159095459
1070	0.04155886536
1071	0.04152481079
1072	0.04147763062
1073	0.04144005737
1074	0.04140332947
1075	0.04138128967
1076	0.04133602295
1077	0.04130957642
1078	0.04128132324
1079	0.04123585815
1080	0.04120054321
1081	0.04114874268
1082	0.04112309875
1083	0.04108771057
1084	0.04105621948
1085	0.04102042847
1086	0.04098681641
1087	0.04093242187
1088	0.040906427
1089	0.04085028687
1090	0.04082162476
1091	0.04077861938
1092	0.04075425415
1093	0.04072311707
1094	0.04068200684
1095	0.04063688354
1096	0.04060312195
1097	0.04055233459
1098	0.04051402588
1099	0.04049465027
1100	0.04044434204
1101	0.04040861206
1102	0.04037007446
1103	0.04033187866
1104	0.04028873291
1105	0.04026584167
1106	0.04022832642
1107	0.04020298157
1108	0.04017530518
1109	0.04013826294
1110	0.04010001526
1111	0.04003241577
1112	0.03999790649
1113	0.03995943604
1114	0.03990959473
1115	0.03987833862
1116	0.03984855347
1117	0.03980953369
1118	0.03976956787
1119	0.03972217102
1120	0.03968640137
1121	0.03964786987
1122	0.03961575317
1123	0.03957933044
1124	0.03954835205
1125	0.03952592773
1126	0.03947668152
1127	0.03943327026
1128	0.03941415405
1129	0.03937288818
1130	0.03932440796
1131	0.0392768158
1132	0.03923397217
1133	0.03918771057
1134	0.03916074219
1135	0.03912565613
1136	0.03909360657
1137	0.03904974976
1138	0.03901434631
1139	0.03898873291
1140	0.03896118164
1141	0.03892731628
1142	0.03890449219
1143	0.03887563477
1144	0.03882308044
1145	0.03879051819
1146	0.03876402588
1147	0.03873313293
1148	0.03868477173
1149	0.03866061707
1150	0.03863481445
1151	0.03861375122
1152	0.03857700806
1153	0.03853561096
1154	0.03850842896
1155	0.03848328857
1156	0.03846376648
1157	0.0384288269
1158	0.03839929199
1159	0.03837250366
1160	0.03834064026
1161	0.03831429443
1162	0.03829207458
1163	0.03827210388
1164	0.03823597717
1165	0.03821034241
1166	0.03818837585
1167	0.03816298828
1168	0.03813460999
1169	0.03809421997
1170	0.03805478821
1171	0.03802771606
1172	0.03798859863
1173	0.03797060547
1174	0.03794524231
1175	0.03791355591
1176	0.03787287292
1177	0.03783924561
1178	0.03780040283
1179	0.03778239746
1180	0.03775820618
1181	0.03772842712
1182	0.03769889526
1183	0.03767669373
1184	0.03765081177
1185	0.03761545105
1186	0.03758918457
1187	0.03756758728
1188	0.03754324341
1189	0.03751397095
1190	0.03749005737
1191	0.03744035645
1192	0.03740853882
1193	0.03737240601
1194	0.03733769226
1195	0.03731152039
1196	0.03728948669
1197	0.03725748596
1198	0.03722880249
1199	0.03720151367
1200	0.03717758789
1201	0.03713901672
1202	0.03708881836
1203	0.03706256104
1204	0.037043927
1205	0.03701766357
1206	0.03699246826
1207	0.03696752625
1208	0.03692297974
1209	0.03690195618
1210	0.03687617798
1211	0.03685890503
1212	0.03682398071
1213	0.03678718872
1214	0.03675039062
1215	0.03671015015
1216	0.03668564453
1217	0.03665103455
1218	0.03661235352
1219	0.03658078918
1220	0.03654312744
1221	0.03651754456
1222	0.03648267517
1223	0.03645534973
1224	0.03641919556
1225	0.0363904541
1226	0.0363474884
1227	0.03631549683
1228	0.03629864197
1229	0.03627335205
1230	0.03624946289
1231	0.03621918945
1232	0.03620317383
1233	0.03616028442
1234	0.03613670959
1235	0.03610749512
1236	0.03608971558
1237	0.03606596985
1238	0.03604468994
1239	0.03602307129
1240	0.03599226685
1241	0.03596841431
1242	0.03594879761
1243	0.03592655029
1244	0.03589262695
1245	0.03585299377
1246	0.03581358643
1247	0.03578639526
1248	0.03576475525
1249	0.03572684326
1250	0.03569740906
1251	0.03565692139
1252	0.03562257385
1253	0.03558720093
1254	0.03555754395
1255	0.03552467346
1256	0.03549807739
1257	0.03545689697
1258	0.03542442322
1259	0.03540415649
1260	0.03537400513
1261	0.03534530029
1262	0.03532214966
1263	0.03528977966
1264	0.03526668701
1265	0.0352466095
1266	0.03521043091
1267	0.03517141113
1268	0.03513157349
1269	0.03511177368
1270	0.0350920105
1271	0.03506160278
1272	0.03503483887
1273	0.03501397095
1274	0.03498236694
1275	0.03495760498
1276	0.03492427979
1277	0.03490481873
1278	0.03488956909
1279	0.03487123413
1280	0.03485626831
1281	0.03481622314
1282	0.03477077637
1283	0.03474603577
1284	0.0347126709
1285	0.03468458252
1286	0.03465695801
1287	0.0346399353
1288	0.03461575623
1289	0.03457878418
1290	0.03456051025
1291	0.03454595337
1292	0.03451382141
1293	0.03450092163
1294	0.03446929932
1295	0.03445171509
1296	0.03442629089
1297	0.03440715027
1298	0.03437463074
1299	0.0343309845
1300	0.0343029541
1301	0.03428071289
1302	0.0342559082
1303	0.03422796936
1304	0.03419608765
1305	0.03417374878
1306	0.03414795227
1307	0.03413050537
1308	0.03409497986
1309	0.0340614624
1310	0.03404732666
1311	0.03401241455
1312	0.03399160461
1313	0.03395939026
1314	0.03393479309
1315	0.0339145874
1316	0.03388864136
1317	0.03386875
1318	0.03383842773
1319	0.03381738892
1320	0.03380158691
1321	0.03376378174
1322	0.03374222107
1323	0.03370983887
1324	0.03368288574
1325	0.03365203857
1326	0.03362102661
1327	0.03358568726
1328	0.03356777039
1329	0.03354888
1330	0.03352958069
1331	0.03350311279
1332	0.03347780762
1333	0.03344283447
1334	0.03342302246
1335	0.03340489197
1336	0.03336569519
1337	0.03333834534
1338	0.0333100647
1339	0.03329299316
1340	0.03327987976
1341	0.03326071472
1342	0.03324065857
1343	0.03321800537
1344	0.03319494629
1345	0.03317550659
1346	0.03315288086
1347	0.03312983704
1348	0.03308728943
1349	0.03306874695
1350	0.03304598999
1351	0.0330247406
1352	0.03299090271
1353	0.03296523437
1354	0.0329329071
1355	0.0329074707
1356	0.03289108276
1357	0.03286607056
1358	0.03283547974
1359	0.03281862183
1360	0.03280081177
1361	0.03277621155
1362	0.0327486145
1363	0.03272229004
1364	0.03270295715
1365	0.03267438965
1366	0.03265929565
1367	0.03264821167
1368	0.03261614685
1369	0.03259642944
1370	0.03256651306
1371	0.0325375
1372	0.03249398193
1373	0.03247308044
1374	0.03244954224
1375	0.03242766113
1376	0.0324114624
1377	0.03237657166
1378	0.03235497437
1379	0.03233695068
1380	0.03231074219
1381	0.0322742218
1382	0.03224329834
1383	0.03222427979
1384	0.03220448303
1385	0.03217080078
1386	0.03215375671
1387	0.03213250427
1388	0.03212190552
1389	0.03209766846
1390	0.03207636108
1391	0.03204981689
1392	0.03202212219
1393	0.03199431763
1394	0.03196599121
1395	0.03193867493
1396	0.03191724243
1397	0.03190177612
1398	0.03188814087
1399	0.03187103577
1400	0.03183543701
1401	0.03180948181
1402	0.031789505
1403	0.03176692505
1404	0.03174389038
1405	0.03172637329
1406	0.03170542603
1407	0.03169005737
1408	0.03165701294
1409	0.03163065796
1410	0.03161420898
1411	0.03158936768
1412	0.03157480469
1413	0.0315574585
1414	0.03153860474
1415	0.0315177002
1416	0.03148179626
1417	0.03145874023
1418	0.031427005
1419	0.03141116943
1420	0.03138849487
1421	0.0313539917
1422	0.03133627014
1423	0.03131987
1424	0.03129588318
1425	0.03128446655
1426	0.0312605957
1427	0.03123164063
1428	0.0311955658
1429	0.03117702026
1430	0.03116192627
1431	0.03113013916
1432	0.03109657288
1433	0.03106766968
1434	0.03105612793
1435	0.03102514954
1436	0.03099164429
1437	0.03097330322
1438	0.0309562439
1439	0.03093651123
1440	0.03091008301
1441	0.03089179382
1442	0.03087282715
1443	0.03084220886
1444	0.03082409363
1445	0.03080418701
1446	0.03078248901
1447	0.03075906677
1448	0.03074337769
1449	0.03072706299
1450	0.0306922821
1451	0.03066617737
1452	0.03065222473
1453	0.0306376709
1454	0.03061422729
1455	0.03058920288
1456	0.03057410278
1457	0.03055774231
1458	0.03054174194
1459	0.03052055054
1460	0.0305048645
1461	0.03048227539
1462	0.03046712036
1463	0.0304418335
1464	0.03041917725
1465	0.03040330505
1466	0.03038262939
1467	0.03036653442
1468	0.03035020142
1469	0.03032326965
1470	0.03030773621
1471	0.03028482056
1472	0.03025644226
1473	0.0302430481
1474	0.03022831116
1475	0.03021598511
1476	0.03019607544
1477	0.03018352051
1478	0.03016345215
1479	0.03015151367
1480	0.03013274536
1481	0.0301151062
1482	0.03009667664
1483	0.03008102112
1484	0.03006376953
1485	0.03004401855
1486	0.03002407837
1487	0.03000896606
1488	0.02998717651
1489	0.02997169189
1490	0.02993852539
1491	0.02990704651
1492	0.02989174194
1493	0.02987692261
1494	0.02986010132
1495	0.02984101257
1496	0.02983070068
1497	0.0297983551
1498	0.02976579895
1499	0.02974410706
